"RegDbId"	"Gene"	"Strand"	"Start"	"End"	"Length"	"Sample"	"mRNARaw"	"mRNATPM"	"asRNARaw"	"asRNALen"	"asRNARPK"	"mRNACoverage"	"Gamma"	"TrMode"	"PeptideRaw"	"NPPH"
"ECK120000090"	"asnS"	"-"	986808	988208	1401	"HS2h"	1597	76.7286243619428	296	918	255.99128540305	1	-0.707104132816494	"SD"	60	113.207547169811
"ECK120000094"	"atpA"	"-"	3916339	3917880	1542	"HS2h"	332	14.4925344402723	3	100	0	0.988326848249027	-Inf	"SD"	179	325.454545454545
"ECK120000095"	"atpB"	"-"	3919259	3920074	816	"HS2h"	1151	94.9458082736897	36	171	93.5672514619883	1	-4.89096049856181	"SD"	NA	NA
"ECK120000096"	"atpC"	"-"	3913576	3913995	420	"HS2h"	83	13.3020762541071	0	0	0	1	-Inf	"SD"	1	6.66666666666667
"ECK120000097"	"atpD"	"-"	3914016	3915398	1383	"HS2h"	316	15.3799716039437	15	243	28.8065843621399	1	-3.45755410737008	"SD"	96	192
"ECK120000098"	"atpE"	"-"	3918973	3919212	240	"HS2h"	542	152.012281048441	5	216	0	1	-Inf	"SD"	NA	NA
"ECK120000099"	"atpF"	"-"	3918441	3918911	471	"HS2h"	710	101.467759930799	1	44	0	1	-Inf	"SD"	45	264.705882352941
"ECK120000100"	"atpG"	"-"	3915425	3916288	864	"HS2h"	152	11.8418751124247	0	0	0	1	-Inf	"SD"	15	46.875
"ECK120000101"	"atpH"	"-"	3917893	3918426	534	"HS2h"	288	36.3029453476106	0	0	0	1	-Inf	"SD"	8	42.1052631578947
"ECK120000102"	"atpI"	"-"	3920083	3920463	381	"HS2h"	389	68.7250804286759	10	275	36.3636363636364	1	-5.10276478500659	"SD"	NA	NA
"ECK120000104"	"bcp"	"+"	2598500	2598970	471	"HS2h"	503	71.8849059791438	14	370	37.8378378378378	1	-4.68219014053622	"SD"	13	72.2222222222222
"ECK120000105"	"betA"	"-"	324801	326471	1671	"HS2h"	85	3.4239948827383	1	100	0	0.637941352483543	-Inf	"SD"	NA	NA
"ECK120000106"	"betB"	"-"	326485	327957	1473	"HS2h"	212	9.68776834151839	3	82	0	1	-Inf	"SD"	5	9.43396226415094
"ECK120000110"	"bglB"	"-"	3900312	3901724	1413	"HS2h"	14	0.666924243676615	12	134	0	0.372257607926398	-Inf	"SD"	NA	NA
"ECK120000111"	"bglF"	"-"	3901743	3903620	1878	"HS2h"	10	0	42	594	45.4545454545455	0.236954206602769	Inf	"AD"	NA	NA
"ECK120000112"	"bglG"	"-"	3903754	3904590	837	"HS2h"	35	2.81470715745238	0	0	0	0.549581839904421	-Inf	"SD"	NA	NA
"ECK120000115"	"bioC"	"+"	810745	811500	756	"HS2h"	48	4.27375943907056	4	82	0	0.891534391534392	-Inf	"SD"	NA	NA
"ECK120000117"	"bioF"	"+"	809604	810758	1155	"HS2h"	128	7.45965283910497	3	62	0	0.96969696969697	-Inf	"SD"	NA	NA
"ECK120000123"	"btuC"	"-"	1792196	1793176	981	"HS2h"	113	7.75354063372663	0	0	0	0.941896024464832	-Inf	"SD"	NA	NA
"ECK120000124"	"btuD"	"-"	1790833	1791582	750	"HS2h"	63	5.65418373789035	2	90	0	0.876	-Inf	"SD"	NA	NA
"ECK120000125"	"btuE"	"-"	1791582	1792133	552	"HS2h"	91	11.0966770218259	1	61	0	0.847826086956522	-Inf	"SD"	0	0
"ECK120000127"	"cadA"	"-"	4354493	4356640	2148	"HS2h"	72	2.25625847481658	63	622	61.0932475884244	0.47951582867784	1.7520670675856	"AD"	17	20.9876543209877
"ECK120000128"	"cadB"	"-"	4356720	4358054	1335	"HS2h"	14	0.705890603981317	11	71	0	0.337078651685393	-Inf	"SD"	NA	NA
"ECK120000129"	"cadC"	"-"	4358419	4359957	1539	"HS2h"	55	2.4055517310558	59	593	77.5716694772344	0.413255360623782	1.93526603645948	"AD"	NA	NA
"ECK120000130"	"carA"	"+"	29651	30799	1149	"HS2h"	177	10.3691669941418	1	55	0	0.919930374238468	-Inf	"SD"	6	14.6341463414634
"ECK120000131"	"carB"	"+"	30817	34038	3222	"HS2h"	84	1.75486770263512	15	180	0	0.692737430167598	-Inf	"SD"	42	35.5932203389831
"ECK120000133"	"cdd"	"+"	2229866	2230750	885	"HS2h"	216	16.4286210301899	5	81	0	1	-Inf	"SD"	119	371.875
"ECK120000135"	"cdsA"	"+"	195677	196534	858	"HS2h"	255	20.0052288428521	4	99	0	1	-Inf	"SD"	NA	NA
"ECK120000136"	"chbB"	"-"	1819323	1819643	321	"HS2h"	30	6.29081412760386	0	0	0	0.993769470404984	-Inf	"SD"	NA	NA
"ECK120000137"	"chbC"	"-"	1817880	1819238	1359	"HS2h"	28	1.38684908949972	2	59	0	0.690949227373068	-Inf	"SD"	NA	NA
"ECK120000138"	"chbA"	"-"	1817479	1817829	351	"HS2h"	27	5.17782393579702	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000139"	"chbR"	"-"	1816629	1817471	843	"HS2h"	159	12.6958031735379	1	75	0	1	-Inf	"SD"	NA	NA
"ECK120000140"	"chbF"	"-"	1815172	1816524	1353	"HS2h"	204	10.1489941446664	1	78	0	0.998521803399852	-Inf	"SD"	NA	NA
"ECK120000142"	"cheA"	"-"	1971384	1973348	1965	"HS2h"	94	3.22000043233789	6	109	0	0.876844783715013	-Inf	"SD"	3	4.22535211267606
"ECK120000143"	"cheB"	"-"	1965476	1966525	1050	"HS2h"	16	1.02570226537693	1	55	0	0.629523809523809	-Inf	"SD"	0	0
"ECK120000144"	"cheR"	"-"	1966528	1967388	861	"HS2h"	15	1.17267789486692	0	0	0	0.54123112659698	-Inf	"SD"	NA	NA
"ECK120000145"	"cheW"	"-"	1970860	1971363	504	"HS2h"	43	5.74286424625106	0	0	0	1	-Inf	"SD"	1	5.55555555555556
"ECK120000146"	"cheY"	"-"	1965072	1965461	390	"HS2h"	33	5.69560632937672	0	0	0	1	-Inf	"SD"	1	7.14285714285714
"ECK120000147"	"cheZ"	"-"	1964417	1965061	645	"HS2h"	20	2.08718484233678	1	60	0	0.888372093023256	-Inf	"SD"	0	0
"ECK120000153"	"clpB"	"-"	2729622	2732195	2574	"HS2h"	7551	197.463376460623	5	184	0	1	-Inf	"SD"	241	251.041666666667
"ECK120000154"	"clpP"	"+"	455901	456524	624	"HS2h"	2677	288.77155575268	0	0	0	1	-Inf	"SD"	16	69.5652173913043
"ECK120000155"	"clpX"	"+"	456650	457924	1275	"HS2h"	3144	165.982760708938	18	234	42.7350427350427	1	-6.37488959802611	"SD"	15	32.6086956521739
"ECK120000157"	"cpsB"	"-"	2121108	2122544	1437	"HS2h"	12	0.56210197215333	1	42	0	0.393180236604036	-Inf	"SD"	NA	NA
"ECK120000158"	"cpsG"	"-"	2119633	2121003	1371	"HS2h"	5	0	6	138	0	0.181619256017505	NA	"NO"	NA	NA
"ECK120000163"	"cstA"	"+"	629117	631222	2106	"HS2h"	514	16.4284043395041	3	84	0	0.921652421652422	-Inf	"SD"	4	5.33333333333333
"ECK120000164"	"lnt"	"-"	688566	690104	1539	"HS2h"	449	19.6380495862555	25	297	60.6060606060606	0.964912280701754	-2.44758283937171	"SD"	NA	NA
"ECK120000165"	"cvpA"	"-"	2428297	2428785	489	"HS2h"	938	129.117351887748	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000168"	"cydA"	"+"	770681	772249	1569	"HS2h"	376	16.1307861046372	8	175	0	1	-Inf	"SD"	41	70.6896551724138
"ECK120000169"	"cydB"	"+"	772265	773404	1140	"HS2h"	297	17.5364721193967	6	192	0	1	-Inf	"SD"	3	7.14285714285714
"ECK120000170"	"cynS"	"+"	358713	359183	471	"HS2h"	19	2.71533442068336	22	353	50.9915014164306	0.624203821656051	0.406867015210431	"AD"	NA	NA
"ECK120000173"	"cyoA"	"-"	449887	450834	948	"HS2h"	1015	72.0689734523646	3	44	0	0.983122362869198	-Inf	"SD"	31	88.5714285714286
"ECK120000174"	"cyoB"	"-"	447874	449865	1992	"HS2h"	138	4.66316071326298	14	243	28.8065843621399	0.866967871485944	-1.73588132505356	"SD"	6	8.10810810810811
"ECK120000175"	"cyoC"	"-"	447270	447884	615	"HS2h"	83	9.08434475890241	10	367	21.7983651226158	0.975609756097561	-2.5053105535214	"SD"	NA	NA
"ECK120000176"	"cyoD"	"-"	446941	447270	330	"HS2h"	57	11.6265682921988	0	0	0	0.993939393939394	-Inf	"SD"	NA	NA
"ECK120000177"	"cyoE"	"-"	446039	446929	891	"HS2h"	126	9.51882784156624	1	94	0	0.878787878787879	-Inf	"SD"	NA	NA
"ECK120000178"	"cysA"	"-"	2537739	2538836	1098	"HS2h"	60	3.67823558280663	0	0	0	0.920765027322404	-Inf	"SD"	0	0
"ECK120000179"	"cysB"	"+"	1331879	1332853	975	"HS2h"	256	17.6736390341872	36	421	45.1306413301663	0.995897435897436	-2.21752780032052	"SD"	0	0
"ECK120000180"	"cysC"	"-"	2871409	2872014	606	"HS2h"	31	3.44333835994422	1	65	0	0.854785478547855	-Inf	"SD"	0	0
"ECK120000183"	"cysG"	"+"	3495850	3497223	1374	"HS2h"	302	14.7948593682235	4	190	0	0.946870451237263	-Inf	"SD"	2	4
"ECK120000184"	"cysH"	"-"	2885600	2886334	735	"HS2h"	95	8.7001531438222	0	0	0	0.948299319727891	-Inf	"SD"	0	0
"ECK120000185"	"cysI"	"-"	2886409	2888121	1713	"HS2h"	66	2.59344596433966	1	100	0	0.738470519556334	-Inf	"SD"	0	0
"ECK120000187"	"cysK"	"+"	2530431	2531402	972	"HS2h"	189	13.0883882821536	25	397	35.264483627204	1	-2.22478872095877	"SD"	71	208.823529411765
"ECK120000189"	"cysN"	"-"	2872014	2873441	1428	"HS2h"	50	2.35685263184038	2	100	0	0.714285714285714	-Inf	"SD"	0	0
"ECK120000190"	"cysP"	"-"	2540534	2541550	1017	"HS2h"	12	0.794238479827272	3	100	0	0.436578171091445	-Inf	"SD"	17	44.7368421052632
"ECK120000192"	"cysU"	"-"	2539701	2540534	834	"HS2h"	5	0	1	39	0	0.245803357314149	NA	"NO"	NA	NA
"ECK120000193"	"cysW"	"-"	2538826	2539701	876	"HS2h"	45	3.45779338178226	0	0	0	0.930365296803653	-Inf	"SD"	NA	NA
"ECK120000194"	"cytR"	"-"	4121454	4122479	1026	"HS2h"	193	12.6619495661937	12	264	34.0909090909091	0.801169590643275	-2.8144307426198	"SD"	NA	NA
"ECK120000195"	"dacA"	"-"	661975	663186	1212	"HS2h"	577	32.0452618336745	5	97	0	0.998349834983498	-Inf	"SD"	8	18.1818181818182
"ECK120000198"	"dam"	"-"	3513099	3513935	837	"HS2h"	82	6.59445676888844	44	741	59.3792172739541	0.990442054958184	0.416249704168477	"AD"	0	0
"ECK120000200"	"dapB"	"+"	28374	29195	822	"HS2h"	85	6.96045675067604	2	97	0	0.945255474452555	-Inf	"SD"	11	37.9310344827586
"ECK120000201"	"dapD"	"-"	185123	185947	825	"HS2h"	508	41.447696087277	72	578	108.996539792388	1	-1.71786817654015	"SD"	47	156.666666666667
"ECK120000202"	"dapE"	"+"	2589629	2590756	1128	"HS2h"	193	11.5169860415911	5	150	0	0.923758865248227	-Inf	"SD"	6	14.6341463414634
"ECK120000203"	"dapF"	"+"	3992785	3993609	825	"HS2h"	395	32.2280314064457	1	100	0	1	-Inf	"SD"	5	16.6666666666667
"ECK120000205"	"dcm"	"-"	2028923	2030341	1419	"HS2h"	340	16.1282465089661	5	172	0	1	-Inf	"SD"	0	0
"ECK120000208"	"ddlB"	"+"	102233	103153	921	"HS2h"	449	32.8153727613976	0	0	0	1	-Inf	"SD"	8	24.2424242424242
"ECK120000209"	"deaD"	"-"	3303993	3305882	1890	"HS2h"	1529	54.4548181861573	18	328	21.3414634146341	0.976719576719577	-5.28156097259584	"SD"	8	11.2676056338028
"ECK120000210"	"dedA"	"-"	2432104	2432763	660	"HS2h"	240	24.4769858783132	45	722	62.3268698060942	1	-1.44342900743411	"SD"	NA	NA
"ECK120000211"	"accD"	"-"	2431034	2431948	915	"HS2h"	2005	147.497246870546	0	0	0	1	-Inf	"SD"	20	60.6060606060606
"ECK120000212"	"dedD"	"-"	2429044	2429706	663	"HS2h"	185	18.7823025122049	0	0	0	1	-Inf	"SD"	0	0
"ECK120000213"	"deoA"	"+"	4616252	4617574	1323	"HS2h"	70	3.56146619922546	4	197	0	0.984882842025699	-Inf	"SD"	88	187.234042553192
"ECK120000214"	"deoB"	"+"	4617626	4618849	1224	"HS2h"	970	53.3434312339873	2	107	0	1	-Inf	"SD"	70	159.090909090909
"ECK120000216"	"deoD"	"+"	4618906	4619625	720	"HS2h"	91	8.50745238339983	7	124	0	0.951388888888889	-Inf	"SD"	198	761.538461538462
"ECK120000221"	"dicB"	"+"	1647633	1647821	189	"HS2h"	6	2.13687971953528	0	0	0	0.825396825396825	-Inf	"SD"	NA	NA
"ECK120000224"	"dksA"	"-"	160149	160604	456	"HS2h"	8841	1305.05008423894	3	173	0	1	-Inf	"SD"	24	133.333333333333
"ECK120000226"	"dmsA"	"+"	940182	942626	2445	"HS2h"	84	2.31254958604922	13	139	64.7482014388489	0.801635991820041	-0.361487393897931	"SD"	18	20
"ECK120000227"	"dmsB"	"+"	942637	943254	618	"HS2h"	21	2.28729115610451	4	197	0	0.84789644012945	-Inf	"SD"	3	13.0434782608696
"ECK120000231"	"dnaC"	"-"	4598261	4598998	738	"HS2h"	1165	106.25764702933	2	44	0	1	-Inf	"SD"	0	0
"ECK120000232"	"dnaE"	"+"	205126	208608	3483	"HS2h"	904	17.470510161782	11	222	0	0.892047085845535	-Inf	"SD"	0	0
"ECK120000233"	"dnaG"	"+"	3209129	3210874	1746	"HS2h"	1288	49.6549163694074	12	157	0	1	-Inf	"SD"	0	0
"ECK120000234"	"dnaJ"	"+"	14168	15298	1131	"HS2h"	1736	103.318417845329	4	97	0	1	-Inf	"SD"	15	36.5853658536585
"ECK120000236"	"dnaN"	"-"	3879244	3880344	1101	"HS2h"	656	40.1057970249564	23	397	30.2267002518892	1	-4.06270447273364	"SD"	6	14.6341463414634
"ECK120000238"	"dnaT"	"-"	4599001	4599540	540	"HS2h"	1119	139.484823692665	0	0	0	1	-Inf	"SD"	2	10.5263157894737
"ECK120000239"	"dnaX"	"+"	491316	493247	1932	"HS2h"	243	8.46622454098488	3	100	0	0.811594202898551	-Inf	"SD"	0	0
"ECK120000241"	"acpS"	"-"	2698640	2699020	381	"HS2h"	54	9.54024252737404	2	76	0	1	-Inf	"SD"	NA	NA
"ECK120000242"	"dppA"	"-"	3704121	3705728	1608	"HS2h"	223	9.33489526733555	17	253	31.6205533596838	0.993159203980099	-2.54456193114246	"SD"	15	25
"ECK120000245"	"dut"	"+"	3811955	3812410	456	"HS2h"	1250	184.51675209803	4	245	0	1	-Inf	"SD"	NA	NA
"ECK120000246"	"ebgA"	"+"	3220655	3223747	3093	"HS2h"	24	0.52230231748098	37	282	35.4609929078014	0.289686388619463	1.93704298985439	"AD"	NA	NA
"ECK120000247"	"ebgC"	"+"	3223744	3224193	450	"HS2h"	16	2.39330528587951	43	710	60.5633802816901	0.773333333333333	1.84533222351806	"AD"	NA	NA
"ECK120000251"	"edd"	"-"	1930817	1932628	1812	"HS2h"	346	12.8531192401849	6	153	0	0.761037527593819	-Inf	"SD"	NA	NA
"ECK120000253"	"entA"	"+"	627774	628520	747	"HS2h"	17	1.53185955798011	6	215	27.906976744186	0.535475234270415	-0.352249630141027	"SD"	NA	NA
"ECK120000254"	"entB"	"+"	626917	627774	858	"HS2h"	11	0.86297065596617	2	55	0	0.677156177156177	-Inf	"SD"	NA	NA
"ECK120000257"	"entE"	"+"	625293	626903	1611	"HS2h"	3	0	4	143	0	0.0912476722532588	NA	"NO"	NA	NA
"ECK120000258"	"entF"	"+"	613380	617261	3882	"HS2h"	53	0.918990389429198	7	35	0	0.482740855229263	-Inf	"SD"	NA	NA
"ECK120000259"	"lpxC"	"+"	106557	107474	918	"HS2h"	11424	837.656850057829	6	160	0	1	-Inf	"SD"	NA	NA
"ECK120000261"	"acrF"	"+"	3413055	3416159	3105	"HS2h"	41	0.888818086241485	13	194	30.9278350515464	0.468599033816425	0.433074326809836	"AD"	NA	NA
"ECK120000262"	"envY"	"-"	585370	586131	762	"HS2h"	10	0.88335578957167	52	780	51.2820512820513	0.430446194225722	3.17893346509224	"AD"	NA	NA
"ECK120000264"	"era"	"-"	2700503	2701408	906	"HS2h"	561	41.679768171929	5	100	0	1	-Inf	"SD"	2	5.88235294117647
"ECK120000265"	"exbB"	"-"	3149272	3150006	735	"HS2h"	125	11.4475699260818	4	160	0	1	-Inf	"SD"	1	3.84615384615385
"ECK120000270"	"accC"	"+"	3403939	3405288	1350	"HS2h"	822	40.9853530206866	3	100	0	1	-Inf	"SD"	29	59.1836734693878
"ECK120000271"	"fabH"	"+"	1147982	1148935	954	"HS2h"	808	57.0103381777903	2	100	0	1	-Inf	"SD"	21	61.7647058823529
"ECK120000276"	"fbaA"	"-"	3068187	3069266	1080	"HS2h"	80	4.98605267891565	8	207	0	1	-Inf	"SD"	52	133.333333333333
"ECK120000279"	"fdhF"	"-"	4295242	4297389	2148	"HS2h"	199	6.23604772900693	16	386	23.3160621761658	0.924115456238361	-1.792635063517	"SD"	NA	NA
"ECK120000280"	"fecA"	"-"	4512376	4514700	2325	"HS2h"	38	1.10014839754139	3	100	0	0.446021505376344	-Inf	"SD"	6	7.05882352941176
"ECK120000281"	"fecB"	"-"	4511429	4512331	903	"HS2h"	57	4.24891200047131	4	100	0	0.955703211517165	-Inf	"SD"	3	9.09090909090909
"ECK120000282"	"fecC"	"-"	4510434	4511432	999	"HS2h"	3	0	1	100	0	0.152152152152152	NA	"NO"	NA	NA
"ECK120000283"	"fecD"	"-"	4509481	4510437	957	"HS2h"	9	0.633025496852927	2	39	0	0.475444096133751	-Inf	"SD"	NA	NA
"ECK120000286"	"fecR"	"-"	4514787	4515740	954	"HS2h"	11	0.776130841529323	4	113	0	0.337526205450734	-Inf	"SD"	NA	NA
"ECK120000292"	"fepG"	"-"	619419	620411	993	"HS2h"	6	0.406717288008225	3	100	0	0.274924471299094	-Inf	"SD"	NA	NA
"ECK120000296"	"fhuA"	"+"	167484	169727	2244	"HS2h"	179	5.36933881399272	28	408	24.5098039215686	0.59982174688057	-1.42474444416918	"SD"	NA	NA
"ECK120000298"	"fhuC"	"+"	169778	170575	798	"HS2h"	86	7.25414431105397	1	100	0	0.992481203007519	-Inf	"SD"	1	3.44827586206897
"ECK120000299"	"fhuD"	"+"	170575	171465	891	"HS2h"	50	3.77731263554216	1	100	0	0.884399551066218	-Inf	"SD"	NA	NA
"ECK120000301"	"fic"	"-"	3488883	3489485	603	"HS2h"	13	1.45116458565455	0	0	0	0.565505804311774	-Inf	"SD"	NA	NA
"ECK120000302"	"fimA"	"+"	4541138	4541686	549	"HS2h"	1013	124.201754846104	15	346	43.3526011560694	1	-5.3715792465885	"SD"	NA	NA
"ECK120000304"	"fimC"	"+"	4542327	4543052	726	"HS2h"	355	32.9141287378833	4	134	0	1	-Inf	"SD"	3	11.1111111111111
"ECK120000305"	"fimD"	"+"	4543119	4545755	2637	"HS2h"	1904	48.6012506859491	37	357	72.8291316526611	0.992415623814941	-3.22440991170337	"SD"	NA	NA
"ECK120000306"	"fimE"	"+"	4540060	4540656	597	"HS2h"	144	16.235990632851	142	731	98.4952120383037	0.95142378559464	-0.173126601136279	"SD"	NA	NA
"ECK120000307"	"fimF"	"+"	4545765	4546295	531	"HS2h"	131	16.6060907018123	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000308"	"fimG"	"+"	4546308	4546811	504	"HS2h"	65	8.68107386061207	7	274	21.8978102189781	0.964285714285714	-2.85483911120846	"SD"	NA	NA
"ECK120000310"	"lpxD"	"+"	200971	201996	1026	"HS2h"	1477	96.8999974573475	15	240	29.1666666666667	1	-6.11299789550121	"SD"	12	33.3333333333333
"ECK120000311"	"fis"	"+"	3409293	3409589	297	"HS2h"	2583	585.407912256324	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000312"	"fldA"	"-"	710158	710688	531	"HS2h"	1119	141.848973246778	32	365	84.9315068493151	1	-4.51594368218644	"SD"	12	60
"ECK120000313"	"flhC"	"-"	1975290	1975868	579	"HS2h"	164	19.0658387411386	3	81	0	0.951640759930915	-Inf	"SD"	NA	NA
"ECK120000314"	"flhD"	"-"	1975871	1976221	351	"HS2h"	27	5.17782393579702	17	367	46.3215258855586	1	-0.606811163009649	"SD"	NA	NA
"ECK120000316"	"fliL"	"+"	2017642	2018106	465	"HS2h"	8	1.15805094478041	3	208	0	0.76989247311828	-Inf	"SD"	0	0
"ECK120000317"	"fliM"	"+"	2018111	2019115	1005	"HS2h"	71	4.75535471914492	2	100	0	0.613930348258707	-Inf	"SD"	7	18.4210526315789
