"RegDbId"	"Gene"	"Strand"	"Start"	"End"	"Length"	"Sample"	"mRNARaw"	"mRNATPM"	"asRNARaw"	"asRNALen"	"asRNARPK"	"mRNACoverage"	"Gamma"	"TrMode"	"PeptideRaw"	"NPPH"
"ECK120000102"	"atpI"	"-"	3920083	3920463	381	"M-P2h"	265	49.8764949335513	3	91	0	1	-Inf	"SD"	NA	NA
"ECK120000104"	"bcp"	"+"	2598500	2598970	471	"M-P2h"	1771	269.632775170522	14	338	35.5029585798817	1	-6.81181765769373	"SD"	11	61.1111111111111
"ECK120000105"	"betA"	"-"	324801	326471	1671	"M-P2h"	157	6.73749149744303	10	210	38.0952380952381	0.888689407540395	-2.0741396421062	"SD"	NA	NA
"ECK120000106"	"betB"	"-"	326485	327957	1473	"M-P2h"	164	7.98391912136192	8	210	38.0952380952381	1	-2.31902520085799	"SD"	2	3.77358490566038
"ECK120000110"	"bglB"	"-"	3900312	3901724	1413	"M-P2h"	9	0.456746654721381	7	138	43.4782608695652	0.344656758669498	1.39356833833702	"AD"	NA	NA
"ECK120000111"	"bglF"	"-"	3901743	3903620	1878	"M-P2h"	15	0	27	252	59.5238095238095	0.203940362087327	Inf	"AD"	NA	NA
"ECK120000112"	"bglG"	"-"	3903754	3904590	837	"M-P2h"	42	3.59831235511683	2	181	0	0.861409796893668	-Inf	"SD"	NA	NA
"ECK120000115"	"bioC"	"+"	810745	811500	756	"M-P2h"	199	18.8758409172753	1	41	0	1	-Inf	"SD"	NA	NA
"ECK120000117"	"bioF"	"+"	809604	810758	1155	"M-P2h"	401	24.8964494729818	5	255	0	1	-Inf	"SD"	NA	NA
"ECK120000123"	"btuC"	"-"	1792196	1793176	981	"M-P2h"	243	17.7628354987517	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000124"	"btuD"	"-"	1790833	1791582	750	"M-P2h"	361	34.5160401995249	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000125"	"btuE"	"-"	1791582	1792133	552	"M-P2h"	506	65.733456058652	0	0	0	1	-Inf	"SD"	5	25
"ECK120000127"	"cadA"	"-"	4354493	4356640	2148	"M-P2h"	17	0.567531108683131	32	428	46.7289719626168	0.318901303538175	2.81722862034668	"AD"	NA	NA
"ECK120000128"	"cadB"	"-"	4356720	4358054	1335	"M-P2h"	1	0	6	207	0	0.0749063670411985	NA	"NO"	NA	NA
"ECK120000129"	"cadC"	"-"	4358419	4359957	1539	"M-P2h"	25	1.16486719933815	6	169	0	0.497076023391813	-Inf	"SD"	NA	NA
"ECK120000130"	"carA"	"+"	29651	30799	1149	"M-P2h"	108	6.74029266967426	5	172	0	0.976501305483029	-Inf	"SD"	3	7.31707317073171
"ECK120000131"	"carB"	"+"	30817	34038	3222	"M-P2h"	597	13.286904779758	4	100	0	0.997206703910615	-Inf	"SD"	25	21.1864406779661
"ECK120000133"	"cdd"	"+"	2229866	2230750	885	"M-P2h"	956	77.4621682490864	1	38	0	1	-Inf	"SD"	62	193.75
"ECK120000135"	"cdsA"	"+"	195677	196534	858	"M-P2h"	456	38.111196392556	2	118	0	1	-Inf	"SD"	NA	NA
"ECK120000136"	"chbB"	"-"	1819323	1819643	321	"M-P2h"	19	4.24447124932672	0	0	0	0.990654205607477	-Inf	"SD"	3	27.2727272727273
"ECK120000137"	"chbC"	"-"	1817880	1819238	1359	"M-P2h"	31	1.63575126455405	8	325	18.4615384615385	0.544518027961737	-0.446918980174081	"SD"	NA	NA
"ECK120000138"	"chbA"	"-"	1817479	1817829	351	"M-P2h"	75	15.3224839297557	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000139"	"chbR"	"-"	1816629	1817471	843	"M-P2h"	190	16.1622214832014	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000140"	"chbF"	"-"	1815172	1816524	1353	"M-P2h"	143	7.57902375842551	3	143	0	0.87139689578714	-Inf	"SD"	NA	NA
"ECK120000142"	"cheA"	"-"	1971384	1973348	1965	"M-P2h"	345	12.5901692381596	1	51	0	1	-Inf	"SD"	17	23.943661971831
"ECK120000143"	"cheB"	"-"	1965476	1966525	1050	"M-P2h"	57	3.89278648866822	1	96	0	0.877142857142857	-Inf	"SD"	3	8.10810810810811
"ECK120000144"	"cheR"	"-"	1966528	1967388	861	"M-P2h"	66	5.49687437424268	0	0	0	0.976771196283391	-Inf	"SD"	NA	NA
"ECK120000145"	"cheW"	"-"	1970860	1971363	504	"M-P2h"	298	42.3995019599097	0	0	0	1	-Inf	"SD"	4	22.2222222222222
"ECK120000146"	"cheY"	"-"	1965072	1965461	390	"M-P2h"	164	30.1546483737592	0	0	0	1	-Inf	"SD"	10	71.4285714285714
"ECK120000147"	"cheZ"	"-"	1964417	1965061	645	"M-P2h"	131	14.5641991436506	0	0	0	0.986046511627907	-Inf	"SD"	9	37.5
"ECK120000153"	"clpB"	"-"	2729622	2732195	2574	"M-P2h"	8485	236.384138443595	5	136	0	1	-Inf	"SD"	105	109.375
"ECK120000154"	"clpP"	"+"	455901	456524	624	"M-P2h"	1957	224.89575787899	1	101	0	1	-Inf	"SD"	9	39.1304347826087
"ECK120000155"	"clpX"	"+"	456650	457924	1275	"M-P2h"	3944	221.820535354288	2	100	0	1	-Inf	"SD"	16	34.7826086956522
"ECK120000157"	"cpsB"	"-"	2121108	2122544	1437	"M-P2h"	575	28.6936703235718	1	62	0	0.599164926931106	-Inf	"SD"	NA	NA
"ECK120000158"	"cpsG"	"-"	2119633	2121003	1371	"M-P2h"	634	33.1609398378241	3	159	0	1	-Inf	"SD"	NA	NA
"ECK120000163"	"cstA"	"+"	629117	631222	2106	"M-P2h"	947	32.2453161810637	8	90	0	1	-Inf	"SD"	16	21.3333333333333
"ECK120000164"	"lnt"	"-"	688566	690104	1539	"M-P2h"	403	18.777659253331	27	295	50.8474576271186	0.994152046783626	-2.64598282786699	"SD"	11	19.2982456140351
"ECK120000165"	"cvpA"	"-"	2428297	2428785	489	"M-P2h"	193	28.3024138746678	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000168"	"cydA"	"+"	770681	772249	1569	"M-P2h"	3168	144.789562867241	5	118	0	1	-Inf	"SD"	27	46.551724137931
"ECK120000169"	"cydB"	"+"	772265	773404	1140	"M-P2h"	2440	153.482902184795	7	183	32.7868852459016	1	-6.99889973395274	"SD"	NA	NA
"ECK120000170"	"cynS"	"+"	358713	359183	471	"M-P2h"	74	11.2664174831274	42	893	47.0324748040314	0.961783439490446	-0.423567604513165	"SD"	NA	NA
"ECK120000173"	"cyoA"	"-"	449887	450834	948	"M-P2h"	1665	125.944999237809	1	45	0	1	-Inf	"SD"	39	111.428571428571
"ECK120000174"	"cyoB"	"-"	447874	449865	1992	"M-P2h"	3050	109.795750809906	11	138	0	1	-Inf	"SD"	5	6.75675675675676
"ECK120000175"	"cyoC"	"-"	447270	447884	615	"M-P2h"	1586	184.928179705582	18	355	45.0704225352113	1	-5.85274936675313	"SD"	NA	NA
"ECK120000176"	"cyoD"	"-"	446941	447270	330	"M-P2h"	600	130.380408711376	16	355	45.0704225352113	1	-5.34851138752582	"SD"	NA	NA
"ECK120000177"	"cyoE"	"-"	446039	446929	891	"M-P2h"	1118	89.9785783576039	4	115	0	1	-Inf	"SD"	NA	NA
"ECK120000178"	"cysA"	"-"	2537739	2538836	1098	"M-P2h"	1089	71.1214442601809	1	70	0	1	-Inf	"SD"	10	24.390243902439
"ECK120000179"	"cysB"	"+"	1331879	1332853	975	"M-P2h"	668	49.1300124723687	8	188	0	1	-Inf	"SD"	14	38.8888888888889
"ECK120000180"	"cysC"	"-"	2871409	2872014	606	"M-P2h"	551	65.2009618151526	9	424	21.2264150943396	1	-5.17882443493165	"SD"	NA	NA
"ECK120000183"	"cysG"	"+"	3495850	3497223	1374	"M-P2h"	451	23.537744090871	5	113	0	1	-Inf	"SD"	2	4
"ECK120000184"	"cysH"	"-"	2885600	2886334	735	"M-P2h"	1809	176.492500200522	0	0	0	1	-Inf	"SD"	4	14.2857142857143
"ECK120000185"	"cysI"	"-"	2886409	2888121	1713	"M-P2h"	3119	130.566883901885	0	0	0	1	-Inf	"SD"	22	34.375
"ECK120000187"	"cysK"	"+"	2530431	2531402	972	"M-P2h"	5634	415.64791406784	24	229	82.9694323144105	1	-6.77321874260132	"SD"	100	294.117647058824
"ECK120000189"	"cysN"	"-"	2872014	2873441	1428	"M-P2h"	1697	85.2174751195817	2	42	0	1	-Inf	"SD"	13	24.5283018867925
"ECK120000190"	"cysP"	"-"	2540534	2541550	1017	"M-P2h"	987	69.5939084257329	5	138	0	1	-Inf	"SD"	29	76.3157894736842
"ECK120000192"	"cysU"	"-"	2539701	2540534	834	"M-P2h"	316	27.170401719469	0	0	0	1	-Inf	"SD"	5	16.6666666666667
"ECK120000193"	"cysW"	"-"	2538826	2539701	876	"M-P2h"	729	59.6758274803952	1	36	0	1	-Inf	"SD"	NA	NA
"ECK120000194"	"cytR"	"-"	4121454	4122479	1026	"M-P2h"	249	17.403115958112	7	129	0	0.855750487329435	-Inf	"SD"	NA	NA
"ECK120000195"	"dacA"	"-"	661975	663186	1212	"M-P2h"	1151	68.1000971408717	1	100	0	1	-Inf	"SD"	19	43.1818181818182
"ECK120000198"	"dam"	"-"	3513099	3513935	837	"M-P2h"	245	20.9901554048481	27	281	46.2633451957295	1	-3.01312931958689	"SD"	NA	NA
"ECK120000200"	"dapB"	"+"	28374	29195	822	"M-P2h"	280	24.4264999288952	0	0	0	1	-Inf	"SD"	6	20.6896551724138
"ECK120000201"	"dapD"	"-"	185123	185947	825	"M-P2h"	2533	220.169050177277	6	265	0	1	-Inf	"SD"	42	140
"ECK120000202"	"dapE"	"+"	2589629	2590756	1128	"M-P2h"	209	13.2865496288765	3	161	0	1	-Inf	"SD"	4	9.75609756097561
"ECK120000203"	"dapF"	"+"	3992785	3993609	825	"M-P2h"	875	76.0552384149693	1	100	0	1	-Inf	"SD"	7	23.3333333333333
"ECK120000205"	"dcm"	"-"	2028923	2030341	1419	"M-P2h"	525	26.5308971215009	6	114	0	1	-Inf	"SD"	NA	NA
"ECK120000208"	"ddlB"	"+"	102233	103153	921	"M-P2h"	813	63.3003254672006	0	0	0	1	-Inf	"SD"	2	6.06060606060606
"ECK120000209"	"deaD"	"-"	3303993	3305882	1890	"M-P2h"	6526	247.605503168117	17	184	65.2173913043478	1	-6.68886516353803	"SD"	13	18.3098591549296
"ECK120000210"	"dedA"	"-"	2432104	2432763	660	"M-P2h"	927	100.718865729538	9	264	22.7272727272727	1	-6.39115572493432	"SD"	NA	NA
"ECK120000211"	"accD"	"-"	2431034	2431948	915	"M-P2h"	1923	150.706928167854	0	0	0	1	-Inf	"SD"	11	33.3333333333333
"ECK120000212"	"dedD"	"-"	2429044	2429706	663	"M-P2h"	420	45.4266582388052	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000213"	"deoA"	"+"	4616252	4617574	1323	"M-P2h"	726	39.350640361642	5	106	0	1	-Inf	"SD"	55	117.021276595745
"ECK120000214"	"deoB"	"+"	4617626	4618849	1224	"M-P2h"	1515	88.7577414695702	2	70	0	1	-Inf	"SD"	31	70.4545454545455
"ECK120000216"	"deoD"	"+"	4618906	4619625	720	"M-P2h"	447	44.5194770579052	1	100	0	1	-Inf	"SD"	100	384.615384615385
"ECK120000221"	"dicB"	"+"	1647633	1647821	189	"M-P2h"	3	1.13824166335328	0	0	0	0.62962962962963	-Inf	"SD"	NA	NA
"ECK120000224"	"dksA"	"-"	160149	160604	456	"M-P2h"	962	151.281303178046	0	0	0	1	-Inf	"SD"	11	61.1111111111111
"ECK120000226"	"dmsA"	"+"	940182	942626	2445	"M-P2h"	218	6.39370593230837	9	203	0	0.976687116564417	-Inf	"SD"	NA	NA
"ECK120000227"	"dmsB"	"+"	942637	943254	618	"M-P2h"	40	4.64137377289688	2	78	0	0.985436893203884	-Inf	"SD"	NA	NA
"ECK120000231"	"dnaC"	"-"	4598261	4598998	738	"M-P2h"	414	40.2271261024123	2	185	0	0.955284552845528	-Inf	"SD"	0	0
"ECK120000232"	"dnaE"	"+"	205126	208608	3483	"M-P2h"	1398	28.7825139989024	8	186	0	1	-Inf	"SD"	5	3.84615384615385
"ECK120000233"	"dnaG"	"+"	3209129	3210874	1746	"M-P2h"	440	18.0710532120006	12	449	15.5902004454343	0.979954180985109	-3.69018185911338	"SD"	0	0
"ECK120000234"	"dnaJ"	"+"	14168	15298	1131	"M-P2h"	1366	86.6090195091571	1	69	0	1	-Inf	"SD"	7	17.0731707317073
"ECK120000236"	"dnaN"	"-"	3879244	3880344	1101	"M-P2h"	605	39.4042515882928	19	127	94.488188976378	1	-4.03724498915219	"SD"	4	9.75609756097561
"ECK120000238"	"dnaT"	"-"	4599001	4599540	540	"M-P2h"	247	32.8003305989637	8	192	31.25	1	-4.77260404508845	"SD"	NA	NA
"ECK120000239"	"dnaX"	"+"	491316	493247	1932	"M-P2h"	583	21.6389637957053	2	41	0	1	-Inf	"SD"	NA	NA
"ECK120000241"	"acpS"	"-"	2698640	2699020	381	"M-P2h"	168	31.6198156559872	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000242"	"dppA"	"-"	3704121	3705728	1608	"M-P2h"	4625	206.253211852962	26	126	103.174603174603	1	-6.30976115224678	"SD"	17	28.3333333333333
"ECK120000245"	"dut"	"+"	3811955	3812410	456	"M-P2h"	3113	489.541264857856	0	0	0	1	-Inf	"SD"	5	31.25
"ECK120000246"	"ebgA"	"+"	3220655	3223747	3093	"M-P2h"	17	0.394134116214473	27	183	49.1803278688525	0.278047203362431	2.19123836700548	"AD"	NA	NA
"ECK120000247"	"ebgC"	"+"	3223744	3224193	450	"M-P2h"	3	0	2	95	0	0.2	NA	"NO"	NA	NA
"ECK120000251"	"edd"	"-"	1930817	1932628	1812	"M-P2h"	579	22.9137092462128	2	100	0	0.68046357615894	-Inf	"SD"	NA	NA
"ECK120000253"	"entA"	"+"	627774	628520	747	"M-P2h"	29	2.78389226097248	3	44	0	0.777777777777778	-Inf	"SD"	NA	NA
"ECK120000254"	"entB"	"+"	626917	627774	858	"M-P2h"	15	1.25365777607092	0	0	0	0.833333333333333	-Inf	"SD"	NA	NA
"ECK120000257"	"entE"	"+"	625293	626903	1611	"M-P2h"	5	0	3	144	0	0.227188081936685	NA	"NO"	1	1.69491525423729
"ECK120000258"	"entF"	"+"	613380	617261	3882	"M-P2h"	28	0.517222641461924	8	135	0	0.418083462132921	-Inf	"SD"	0	0
"ECK120000259"	"lpxC"	"+"	106557	107474	918	"M-P2h"	8170	638.196477717394	3	100	0	1	-Inf	"SD"	NA	NA
"ECK120000261"	"acrF"	"+"	3413055	3416159	3105	"M-P2h"	63	1.45496977837333	61	508	98.4251968503937	0.641545893719807	2.78093890810689	"AD"	NA	NA
"ECK120000262"	"envY"	"-"	585370	586131	762	"M-P2h"	9	0.846959347928229	11	178	33.7078651685393	0.628608923884514	0.50266977549641	"AD"	NA	NA
"ECK120000264"	"era"	"-"	2700503	2701408	906	"M-P2h"	443	35.0631198482635	3	188	0	1	-Inf	"SD"	2	5.88235294117647
"ECK120000265"	"exbB"	"-"	3149272	3150006	735	"M-P2h"	56	5.46355998409575	7	215	0	0.904761904761905	-Inf	"SD"	3	11.5384615384615
"ECK120000270"	"accC"	"+"	3403939	3405288	1350	"M-P2h"	1675	88.9725566854482	1	65	0	1	-Inf	"SD"	17	34.6938775510204
"ECK120000271"	"fabH"	"+"	1147982	1148935	954	"M-P2h"	1723	129.512572657584	1	69	0	1	-Inf	"SD"	19	55.8823529411765
"ECK120000276"	"fbaA"	"-"	3068187	3069266	1080	"M-P2h"	9246	613.910641129593	8	133	0	1	-Inf	"SD"	45	115.384615384615
"ECK120000279"	"fdhF"	"-"	4295242	4297389	2148	"M-P2h"	213	7.11083094997099	11	225	26.6666666666667	0.856145251396648	-2.56698375279503	"SD"	NA	NA
"ECK120000280"	"fecA"	"-"	4512376	4514700	2325	"M-P2h"	61	1.88140331710394	2	100	0	0.739354838709677	-Inf	"SD"	4	4.70588235294118
"ECK120000281"	"fecB"	"-"	4511429	4512331	903	"M-P2h"	34	2.70001510841941	6	101	0	0.888150609080842	-Inf	"SD"	8	24.2424242424242
"ECK120000282"	"fecC"	"-"	4510434	4511432	999	"M-P2h"	6	0.430686034782323	1	100	0	0.273273273273273	-Inf	"SD"	NA	NA
"ECK120000283"	"fecD"	"-"	4509481	4510437	957	"M-P2h"	37	2.7724569668511	1	36	0	0.582027168234065	-Inf	"SD"	NA	NA
"ECK120000286"	"fecR"	"-"	4514787	4515740	954	"M-P2h"	20	1.5033380459383	2	91	0	0.579664570230608	-Inf	"SD"	NA	NA
"ECK120000292"	"fepG"	"-"	619419	620411	993	"M-P2h"	0	0	11	154	58.4415584415584	0	Inf	"AD"	NA	NA
"ECK120000296"	"fhuA"	"+"	167484	169727	2244	"M-P2h"	219	6.99836017347827	53	411	58.3941605839416	0.5650623885918	-0.543982509546982	"SD"	NA	NA
"ECK120000298"	"fhuC"	"+"	169778	170575	798	"M-P2h"	32	2.87555788636619	0	0	0	0.974937343358396	-Inf	"SD"	2	6.89655172413793
"ECK120000299"	"fhuD"	"+"	170575	171465	891	"M-P2h"	37	2.97782414958081	0	0	0	0.86307519640853	-Inf	"SD"	NA	NA
"ECK120000301"	"fic"	"-"	3488883	3489485	603	"M-P2h"	60	7.13524624788624	1	58	0	1	-Inf	"SD"	NA	NA
"ECK120000302"	"fimA"	"+"	4541138	4541686	549	"M-P2h"	4257	556.040382397778	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000304"	"fimC"	"+"	4542327	4543052	726	"M-P2h"	631	62.3257862855138	0	0	0	1	-Inf	"SD"	3	11.1111111111111
"ECK120000305"	"fimD"	"+"	4543119	4545755	2637	"M-P2h"	481	13.0800671689778	11	251	27.8884462151394	0.971937808115283	-3.22387121712363	"SD"	NA	NA
"ECK120000306"	"fimE"	"+"	4540060	4540656	597	"M-P2h"	92	11.0506678070278	4	197	0	0.988274706867672	-Inf	"SD"	NA	NA
"ECK120000307"	"fimF"	"+"	4545765	4546295	531	"M-P2h"	209	28.2245348048449	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000308"	"fimG"	"+"	4546308	4546811	504	"M-P2h"	167	23.7607947224998	2	100	0	1	-Inf	"SD"	NA	NA
"ECK120000310"	"lpxD"	"+"	200971	201996	1026	"M-P2h"	3243	226.659859647218	7	372	16.1290322580645	1	-7.56135070340335	"SD"	15	41.6666666666667
"ECK120000311"	"fis"	"+"	3409293	3409589	297	"M-P2h"	173	41.7700198279038	1	99	0	1	-Inf	"SD"	NA	NA
"ECK120000312"	"fldA"	"-"	710158	710688	531	"M-P2h"	770	103.985128228376	0	0	0	1	-Inf	"SD"	7	35
"ECK120000313"	"flhC"	"-"	1975290	1975868	579	"M-P2h"	171	21.1783720886095	7	192	0	1	-Inf	"SD"	NA	NA
"ECK120000314"	"flhD"	"-"	1975871	1976221	351	"M-P2h"	150	30.6449678595114	10	165	42.4242424242424	1	-4.45215145940947	"SD"	NA	NA
"ECK120000316"	"fliL"	"+"	2017642	2018106	465	"M-P2h"	13	2.00477402642223	2	100	0	0.795698924731183	-Inf	"SD"	3	17.6470588235294
"ECK120000317"	"fliM"	"+"	2018111	2019115	1005	"M-P2h"	68	4.85196744856264	3	125	0	0.758208955223881	-Inf	"SD"	5	13.1578947368421
"ECK120000318"	"fliN"	"+"	2019112	2019525	414	"M-P2h"	46	7.96769164347297	0	0	0	0.840579710144927	-Inf	"SD"	NA	NA
