"RegDbId"	"Gene"	"Strand"	"Start"	"End"	"Length"	"Sample"	"mRNARaw"	"mRNATPM"	"asRNARaw"	"asRNALen"	"asRNARPK"	"mRNACoverage"	"Gamma"	"TrMode"	"PeptideRaw"	"NPPH"
"ECK120000076"	"aroH"	"+"	1786459	1787505	1047	"LB 3.0"	59	6.61199545111138	8	184	0	0.829990448901624	-Inf	"SD"	1	2.56410256410256
"ECK120000077"	"aroK"	"-"	3516565	3517086	522	"LB 3.0"	410	92.1595976134354	0	0	0	1	-Inf	"SD"	20	100
"ECK120000078"	"aroL"	"+"	405629	406153	525	"LB 3.0"	71	15.8681486956987	2	69	0	1	-Inf	"SD"	5	26.3157894736842
"ECK120000079"	"aroM"	"+"	406652	407329	678	"LB 3.0"	30	5.19180983749334	1	39	0	0.915929203539823	-Inf	"SD"	0	0
"ECK120000088"	"asnB"	"-"	696736	698400	1665	"LB 3.0"	146	10.288826270146	2	95	0	1	-Inf	"SD"	15	23.8095238095238
"ECK120000090"	"asnS"	"-"	986808	988208	1401	"LB 3.0"	465	38.9441324641096	2	58	0	1	-Inf	"SD"	31	58.4905660377358
"ECK120000094"	"atpA"	"-"	3916339	3917880	1542	"LB 3.0"	798	60.7219533445038	6	130	0	1	-Inf	"SD"	86	156.363636363636
"ECK120000095"	"atpB"	"-"	3919259	3920074	816	"LB 3.0"	706	101.517697356751	14	413	19.3704600484261	1	-5.98751553584824	"SD"	4	13.3333333333333
"ECK120000096"	"atpC"	"-"	3913576	3913995	420	"LB 3.0"	201	56.1531318280887	0	0	0	1	-Inf	"SD"	3	20
"ECK120000097"	"atpD"	"-"	3914016	3915398	1383	"LB 3.0"	894	75.8477242810198	4	59	0	1	-Inf	"SD"	86	172
"ECK120000098"	"atpE"	"-"	3918973	3919212	240	"LB 3.0"	573	280.137079306547	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000099"	"atpF"	"-"	3918441	3918911	471	"LB 3.0"	705	175.628675458134	0	0	0	1	-Inf	"SD"	66	388.235294117647
"ECK120000100"	"atpG"	"-"	3915425	3916288	864	"LB 3.0"	506	68.716968261156	0	0	0	1	-Inf	"SD"	10	31.25
"ECK120000101"	"atpH"	"-"	3917893	3918426	534	"LB 3.0"	424	93.1647913610415	0	0	0	1	-Inf	"SD"	6	31.5789473684211
"ECK120000102"	"atpI"	"-"	3920083	3920463	381	"LB 3.0"	141	43.4231528298065	1	44	0	1	-Inf	"SD"	NA	NA
"ECK120000104"	"bcp"	"+"	2598500	2598970	471	"LB 3.0"	153	38.1151593547441	0	0	0	1	-Inf	"SD"	10	55.5555555555556
"ECK120000105"	"betA"	"-"	324801	326471	1671	"LB 3.0"	42	2.94917169224936	0	0	0	0.596648713345302	-Inf	"SD"	0	0
"ECK120000106"	"betB"	"-"	326485	327957	1473	"LB 3.0"	74	5.89462509994831	0	0	0	0.922606924643585	-Inf	"SD"	10	18.8679245283019
"ECK120000110"	"bglB"	"-"	3900312	3901724	1413	"LB 3.0"	3	0	1	100	0	0.0912951167728238	NA	"NO"	NA	NA
"ECK120000111"	"bglF"	"-"	3901743	3903620	1878	"LB 3.0"	3	0	11	144	55.5555555555556	0.0830670926517572	Inf	"AD"	NA	NA
"ECK120000112"	"bglG"	"-"	3903754	3904590	837	"LB 3.0"	6	0.841110410948742	0	0	0	0.299880525686977	-Inf	"SD"	NA	NA
"ECK120000115"	"bioC"	"+"	810745	811500	756	"LB 3.0"	9	1.39684407532559	0	0	0	0.458994708994709	-Inf	"SD"	NA	NA
"ECK120000117"	"bioF"	"+"	809604	810758	1155	"LB 3.0"	40	4.06354640094717	0	0	0	0.691774891774892	-Inf	"SD"	NA	NA
"ECK120000123"	"btuC"	"-"	1792196	1793176	981	"LB 3.0"	45	5.38233496914447	0	0	0	0.794087665647299	-Inf	"SD"	NA	NA
"ECK120000124"	"btuD"	"-"	1790833	1791582	750	"LB 3.0"	34	5.31918223883984	0	0	0	0.856	-Inf	"SD"	0	0
"ECK120000125"	"btuE"	"-"	1791582	1792133	552	"LB 3.0"	93	19.7683802834121	0	0	0	1	-Inf	"SD"	6	30
"ECK120000127"	"cadA"	"-"	4354493	4356640	2148	"LB 3.0"	3	0	11	182	0	0.123836126629423	NA	"NO"	1	1.23456790123457
"ECK120000128"	"cadB"	"-"	4356720	4358054	1335	"LB 3.0"	1	0	0	0	0	0.0749063670411985	NA	"NO"	NA	NA
"ECK120000129"	"cadC"	"-"	4358419	4359957	1539	"LB 3.0"	3	0	22	417	47.9616306954436	0.115659519168291	Inf	"AD"	NA	NA
"ECK120000130"	"carA"	"+"	29651	30799	1149	"LB 3.0"	103	10.5182723583264	1	51	0	0.927763272410792	-Inf	"SD"	0	0
"ECK120000131"	"carB"	"+"	30817	34038	3222	"LB 3.0"	479	17.4436431454998	0	0	0	0.982309124767225	-Inf	"SD"	15	12.7118644067797
"ECK120000133"	"cdd"	"+"	2229866	2230750	885	"LB 3.0"	7342	973.415652980113	0	0	0	1	-Inf	"SD"	128	400
"ECK120000135"	"cdsA"	"+"	195677	196534	858	"LB 3.0"	154	21.0601106741396	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000136"	"chbB"	"-"	1819323	1819643	321	"LB 3.0"	38	13.8901130480974	0	0	0	1	-Inf	"SD"	2	18.1818181818182
"ECK120000137"	"chbC"	"-"	1817880	1819238	1359	"LB 3.0"	35	3.02187018503107	1	62	0	0.585724797645327	-Inf	"SD"	NA	NA
"ECK120000138"	"chbA"	"-"	1817479	1817829	351	"LB 3.0"	21	7.02003689137988	0	0	0	0.974358974358974	-Inf	"SD"	NA	NA
"ECK120000139"	"chbR"	"-"	1816629	1817471	843	"LB 3.0"	38	5.28911777988052	2	194	0	0.778173190984579	-Inf	"SD"	NA	NA
"ECK120000140"	"chbF"	"-"	1815172	1816524	1353	"LB 3.0"	29	2.51493877863498	0	0	0	0.526237989652624	-Inf	"SD"	NA	NA
"ECK120000142"	"cheA"	"-"	1971384	1973348	1965	"LB 3.0"	31	1.85108497310322	0	0	0	0.663613231552163	-Inf	"SD"	10	14.0845070422535
"ECK120000143"	"cheB"	"-"	1965476	1966525	1050	"LB 3.0"	1	0	0	0	0	0.06	NA	"NO"	3	8.10810810810811
"ECK120000144"	"cheR"	"-"	1966528	1967388	861	"LB 3.0"	3	0	0	0	0	0.227642276422764	NA	"NO"	0	0
"ECK120000145"	"cheW"	"-"	1970860	1971363	504	"LB 3.0"	17	3.95772488008917	0	0	0	0.841269841269841	-Inf	"SD"	5	27.7777777777778
"ECK120000146"	"cheY"	"-"	1965072	1965461	390	"LB 3.0"	9	2.70772851524653	0	0	0	0.515384615384615	-Inf	"SD"	13	92.8571428571429
"ECK120000147"	"cheZ"	"-"	1964417	1965061	645	"LB 3.0"	14	2.54680408152386	0	0	0	0.730232558139535	-Inf	"SD"	3	12.5
"ECK120000153"	"clpB"	"-"	2729622	2732195	2574	"LB 3.0"	11586	528.143814438489	3	120	0	1	-Inf	"SD"	118	122.916666666667
"ECK120000154"	"clpP"	"+"	455901	456524	624	"LB 3.0"	1173	220.567051971123	0	0	0	1	-Inf	"SD"	12	52.1739130434783
"ECK120000155"	"clpX"	"+"	456650	457924	1275	"LB 3.0"	1523	140.157691172199	2	59	0	1	-Inf	"SD"	12	26.0869565217391
"ECK120000157"	"cpsB"	"-"	2121108	2122544	1437	"LB 3.0"	3	0	2	100	0	0.177453027139875	NA	"NO"	NA	NA
"ECK120000158"	"cpsG"	"-"	2119633	2121003	1371	"LB 3.0"	2	0	3	109	0	0.0940919037199125	NA	"NO"	NA	NA
"ECK120000163"	"cstA"	"+"	629117	631222	2106	"LB 3.0"	11934	664.89777985498	0	0	0	1	-Inf	"SD"	40	53.3333333333333
"ECK120000164"	"lnt"	"-"	688566	690104	1539	"LB 3.0"	153	11.6648733307891	38	380	60.5263157894737	0.925925925925926	-1.34246487485597	"SD"	1	1.75438596491228
"ECK120000165"	"cvpA"	"-"	2428297	2428785	489	"LB 3.0"	86	20.6355860943805	0	0	0	1	-Inf	"SD"	0	0
"ECK120000168"	"cydA"	"+"	770681	772249	1569	"LB 3.0"	529	39.5603335444027	3	145	0	1	-Inf	"SD"	14	24.1379310344828
"ECK120000169"	"cydB"	"+"	772265	773404	1140	"LB 3.0"	405	41.6847679320847	3	37	0	1	-Inf	"SD"	1	2.38095238095238
"ECK120000170"	"cynS"	"+"	358713	359183	471	"LB 3.0"	5	1.24559344296549	1	81	0	0.503184713375796	-Inf	"SD"	NA	NA
"ECK120000173"	"cyoA"	"-"	449887	450834	948	"LB 3.0"	2107	260.785484392115	0	0	0	1	-Inf	"SD"	30	85.7142857142857
"ECK120000174"	"cyoB"	"-"	447874	449865	1992	"LB 3.0"	2090	123.107402542249	1	48	0	1	-Inf	"SD"	3	4.05405405405405
"ECK120000175"	"cyoC"	"-"	447270	447884	615	"LB 3.0"	1019	194.413439791169	1	100	0	1	-Inf	"SD"	NA	NA
"ECK120000176"	"cyoD"	"-"	446941	447270	330	"LB 3.0"	559	198.758213336328	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000177"	"cyoE"	"-"	446039	446929	891	"LB 3.0"	1274	167.771790757624	1	53	0	1	-Inf	"SD"	NA	NA
"ECK120000178"	"cysA"	"-"	2537739	2538836	1098	"LB 3.0"	92	9.83133972141726	0	0	0	0.999089253187614	-Inf	"SD"	NA	NA
"ECK120000179"	"cysB"	"+"	1331879	1332853	975	"LB 3.0"	216	25.9941937463666	17	324	46.2962962962963	1	-3.11515500246652	"SD"	1	2.77777777777778
"ECK120000180"	"cysC"	"-"	2871409	2872014	606	"LB 3.0"	84	16.2642438869593	2	80	0	1	-Inf	"SD"	NA	NA
"ECK120000183"	"cysG"	"+"	3495850	3497223	1374	"LB 3.0"	102	8.71045126447572	0	0	0	0.939592430858806	-Inf	"SD"	2	4
"ECK120000184"	"cysH"	"-"	2885600	2886334	735	"LB 3.0"	102	16.283210935224	0	0	0	1	-Inf	"SD"	8	28.5714285714286
"ECK120000185"	"cysI"	"-"	2886409	2888121	1713	"LB 3.0"	174	11.9184314097833	0	0	0	0.995329830706363	-Inf	"SD"	18	28.125
"ECK120000187"	"cysK"	"+"	2530431	2531402	972	"LB 3.0"	862	104.056261117464	13	111	108.108108108108	1	-5.43818555931071	"SD"	169	497.058823529412
"ECK120000189"	"cysN"	"-"	2872014	2873441	1428	"LB 3.0"	167	13.7219388576102	0	0	0	0.995798319327731	-Inf	"SD"	16	30.188679245283
"ECK120000190"	"cysP"	"-"	2540534	2541550	1017	"LB 3.0"	73	8.42226929193364	0	0	0	0.946902654867257	-Inf	"SD"	15	39.4736842105263
"ECK120000192"	"cysU"	"-"	2539701	2540534	834	"LB 3.0"	32	4.50205860248823	0	0	0	0.851318944844125	-Inf	"SD"	0	0
"ECK120000193"	"cysW"	"-"	2538826	2539701	876	"LB 3.0"	51	6.83114157385254	3	105	0	0.970319634703196	-Inf	"SD"	NA	NA
"ECK120000194"	"cytR"	"-"	4121454	4122479	1026	"LB 3.0"	189	21.6143241129328	6	70	0	0.962962962962963	-Inf	"SD"	0	0
"ECK120000195"	"dacA"	"-"	661975	663186	1212	"LB 3.0"	111	10.7460182824553	1	42	0	0.945544554455445	-Inf	"SD"	15	34.0909090909091
"ECK120000198"	"dam"	"-"	3513099	3513935	837	"LB 3.0"	23	3.22425657530351	3	179	0	0.891278375149343	-Inf	"SD"	2	6.25
"ECK120000200"	"dapB"	"+"	28374	29195	822	"LB 3.0"	366	52.2440076056081	2	48	0	1	-Inf	"SD"	7	24.1379310344828
"ECK120000201"	"dapD"	"-"	185123	185947	825	"LB 3.0"	443	63.0052869466858	0	0	0	1	-Inf	"SD"	44	146.666666666667
"ECK120000202"	"dapE"	"+"	2589629	2590756	1128	"LB 3.0"	95	9.88192883076081	0	0	0	0.965425531914894	-Inf	"SD"	5	12.1951219512195
"ECK120000203"	"dapF"	"+"	3992785	3993609	825	"LB 3.0"	441	62.7208386986195	3	59	0	1	-Inf	"SD"	2	6.66666666666667
"ECK120000205"	"dcm"	"-"	2028923	2030341	1419	"LB 3.0"	130	10.7494977466916	0	0	0	0.878787878787879	-Inf	"SD"	1	1.88679245283019
"ECK120000208"	"ddlB"	"+"	102233	103153	921	"LB 3.0"	191	24.3332967910138	0	0	0	0.965255157437568	-Inf	"SD"	6	18.1818181818182
"ECK120000209"	"deaD"	"-"	3303993	3305882	1890	"LB 3.0"	1210	75.119170273065	9	137	0	1	-Inf	"SD"	0	0
"ECK120000210"	"dedA"	"-"	2432104	2432763	660	"LB 3.0"	101	17.9557956591853	1	79	0	1	-Inf	"SD"	NA	NA
"ECK120000211"	"accD"	"-"	2431034	2431948	915	"LB 3.0"	662	84.8914812466725	0	0	0	1	-Inf	"SD"	9	27.2727272727273
"ECK120000212"	"dedD"	"-"	2429044	2429706	663	"LB 3.0"	170	30.0858723916281	0	0	0	1	-Inf	"SD"	0	0
"ECK120000213"	"deoA"	"+"	4616252	4617574	1323	"LB 3.0"	2772	245.844557257304	2	100	0	1	-Inf	"SD"	62	131.914893617021
"ECK120000214"	"deoB"	"+"	4617626	4618849	1224	"LB 3.0"	3560	341.268179971703	0	0	0	1	-Inf	"SD"	53	120.454545454545
"ECK120000216"	"deoD"	"+"	4618906	4619625	720	"LB 3.0"	1130	184.15061059709	0	0	0	1	-Inf	"SD"	140	538.461538461538
"ECK120000221"	"dicB"	"+"	1647633	1647821	189	"LB 3.0"	1	0	2	137	0	0.201058201058201	NA	"NO"	NA	NA
"ECK120000224"	"dksA"	"-"	160149	160604	456	"LB 3.0"	1833	471.655429750069	0	0	0	1	-Inf	"SD"	8	44.4444444444444
"ECK120000226"	"dmsA"	"+"	940182	942626	2445	"LB 3.0"	24	1.15175364247705	5	136	0	0.461349693251534	-Inf	"SD"	0	0
"ECK120000227"	"dmsB"	"+"	942637	943254	618	"LB 3.0"	8	1.51889841200452	0	0	0	0.572815533980582	-Inf	"SD"	0	0
"ECK120000231"	"dnaC"	"-"	4598261	4598998	738	"LB 3.0"	60	9.53942295344304	0	0	0	0.914634146341463	-Inf	"SD"	0	0
"ECK120000232"	"dnaE"	"+"	205126	208608	3483	"LB 3.0"	314	10.5779957883399	0	0	0	0.860178007464829	-Inf	"SD"	2	1.53846153846154
"ECK120000233"	"dnaG"	"+"	3209129	3210874	1746	"LB 3.0"	377	25.3351994143246	2	66	0	0.949599083619702	-Inf	"SD"	3	4.54545454545455
"ECK120000234"	"dnaJ"	"+"	14168	15298	1131	"LB 3.0"	1548	160.596311938759	0	0	0	1	-Inf	"SD"	4	9.75609756097561
"ECK120000236"	"dnaN"	"-"	3879244	3880344	1101	"LB 3.0"	349	37.193352327198	7	300	20	1	-4.95393847647268	"SD"	5	12.1951219512195
"ECK120000238"	"dnaT"	"-"	4599001	4599540	540	"LB 3.0"	61	13.2544982258673	0	0	0	1	-Inf	"SD"	NA	NA
"ECK120000239"	"dnaX"	"+"	491316	493247	1932	"LB 3.0"	189	11.4784143581103	1	65	0	0.972049689440994	-Inf	"SD"	2	2.8169014084507
"ECK120000241"	"acpS"	"-"	2698640	2699020	381	"LB 3.0"	58	17.8620061285729	1	46	0	0.934383202099738	-Inf	"SD"	0	0
"ECK120000242"	"dppA"	"-"	3704121	3705728	1608	"LB 3.0"	1852	135.139452182992	0	0	0	1	-Inf	"SD"	50	83.3333333333333
"ECK120000245"	"dut"	"+"	3811955	3812410	456	"LB 3.0"	275	70.7611801316252	0	0	0	1	-Inf	"SD"	2	12.5
"ECK120000246"	"ebgA"	"+"	3220655	3223747	3093	"LB 3.0"	4	0	5	263	0	0.055286129970902	NA	"NO"	NA	NA
"ECK120000247"	"ebgC"	"+"	3223744	3224193	450	"LB 3.0"	2	0	1	56	0	0.0711111111111111	NA	"NO"	NA	NA
"ECK120000251"	"edd"	"-"	1930817	1932628	1812	"LB 3.0"	91	5.8926468608106	3	59	0	0.327262693156733	-Inf	"SD"	0	0
"ECK120000253"	"entA"	"+"	627774	628520	747	"LB 3.0"	27	4.24102056604877	1	72	0	0.957161981258367	-Inf	"SD"	NA	NA
"ECK120000254"	"entB"	"+"	626917	627774	858	"LB 3.0"	46	6.29068240915859	0	0	0	1	-Inf	"SD"	3	9.09090909090909
"ECK120000257"	"entE"	"+"	625293	626903	1611	"LB 3.0"	49	3.56884557047804	3	39	0	0.777777777777778	-Inf	"SD"	3	5.08474576271186
"ECK120000258"	"entF"	"+"	613380	617261	3882	"LB 3.0"	120	3.62704489419936	5	59	0	0.785677485832045	-Inf	"SD"	11	7.74647887323944
"ECK120000259"	"lpxC"	"+"	106557	107474	918	"LB 3.0"	4277	546.668166943435	2	56	0	1	-Inf	"SD"	NA	NA
"ECK120000261"	"acrF"	"+"	3413055	3416159	3105	"LB 3.0"	18	0.680202332332461	5	100	0	0.277616747181965	-Inf	"SD"	NA	NA
"ECK120000262"	"envY"	"-"	585370	586131	762	"LB 3.0"	3	0.461948434359643	5	108	0	0.283464566929134	-Inf	"SD"	NA	NA
"ECK120000264"	"era"	"-"	2700503	2701408	906	"LB 3.0"	132	17.0951513324615	0	0	0	1	-Inf	"SD"	2	5.88235294117647
"ECK120000265"	"exbB"	"-"	3149272	3150006	735	"LB 3.0"	81	12.9307851544426	0	0	0	0.919727891156463	-Inf	"SD"	3	11.5384615384615
"ECK120000270"	"accC"	"+"	3403939	3405288	1350	"LB 3.0"	836	72.660724700492	0	0	0	1	-Inf	"SD"	18	36.734693877551
"ECK120000271"	"fabH"	"+"	1147982	1148935	954	"LB 3.0"	409	50.3039570774486	1	100	0	1	-Inf	"SD"	13	38.2352941176471
"ECK120000276"	"fbaA"	"-"	3068187	3069266	1080	"LB 3.0"	412	44.7610923693222	1	100	0	1	-Inf	"SD"	31	79.4871794871795
"ECK120000279"	"fdhF"	"-"	4295242	4297389	2148	"LB 3.0"	52	2.84050973976824	11	317	25.2365930599369	0.71927374301676	-0.82807794470423	"SD"	NA	NA
"ECK120000280"	"fecA"	"-"	4512376	4514700	2325	"LB 3.0"	26	1.31213224108004	0	0	0	0.47741935483871	-Inf	"SD"	3	3.52941176470588
"ECK120000281"	"fecB"	"-"	4511429	4512331	903	"LB 3.0"	17	2.2089627237707	0	0	0	0.685492801771872	-Inf	"SD"	4	12.1212121212121
"ECK120000282"	"fecC"	"-"	4510434	4511432	999	"LB 3.0"	4	0	0	0	0	0.196196196196196	NA	"NO"	NA	NA
"ECK120000283"	"fecD"	"-"	4509481	4510437	957	"LB 3.0"	7	0.858249024337979	0	0	0	0.457680250783699	-Inf	"SD"	NA	NA
"ECK120000286"	"fecR"	"-"	4514787	4515740	954	"LB 3.0"	11	1.35291816100717	0	0	0	0.465408805031447	-Inf	"SD"	NA	NA
"ECK120000292"	"fepG"	"-"	619419	620411	993	"LB 3.0"	4	0.472648146333734	1	54	0	0.26686807653575	-Inf	"SD"	NA	NA
"ECK120000296"	"fhuA"	"+"	167484	169727	2244	"LB 3.0"	141	7.37264760613025	6	153	0	0.928698752228164	-Inf	"SD"	4	4.8780487804878
"ECK120000298"	"fhuC"	"+"	169778	170575	798	"LB 3.0"	20	2.9407243691065	2	44	0	0.780701754385965	-Inf	"SD"	0	0
"ECK120000299"	"fhuD"	"+"	170575	171465	891	"LB 3.0"	9	1.18520103360959	0	0	0	0.390572390572391	-Inf	"SD"	NA	NA
"ECK120000301"	"fic"	"-"	3488883	3489485	603	"LB 3.0"	51	9.92384746052209	0	0	0	0.961857379767827	-Inf	"SD"	NA	NA
"ECK120000302"	"fimA"	"+"	4541138	4541686	549	"LB 3.0"	1675	357.98900072552	0	0	0	1	-Inf	"SD"	5	27.7777777777778
"ECK120000304"	"fimC"	"+"	4542327	4543052	726	"LB 3.0"	90	14.545649048845	1	100	0	1	-Inf	"SD"	2	7.40740740740741
"ECK120000305"	"fimD"	"+"	4543119	4545755	2637	"LB 3.0"	138	6.14039306832545	0	0	0	0.519529768676526	-Inf	"SD"	1	1.04166666666667
"ECK120000306"	"fimE"	"+"	4540060	4540656	597	"LB 3.0"	11	2.16194962412202	1	38	0	0.636515912897823	-Inf	"SD"	NA	NA
"ECK120000307"	"fimF"	"+"	4545765	4546295	531	"LB 3.0"	19	4.19842400041363	0	0	0	0.902071563088512	-Inf	"SD"	1	5.26315789473684
"ECK120000308"	"fimG"	"+"	4546308	4546811	504	"LB 3.0"	13	3.02649549653878	0	0	0	0.555555555555556	-Inf	"SD"	1	5.88235294117647
"ECK120000310"	"lpxD"	"+"	200971	201996	1026	"LB 3.0"	465	53.1780990080092	4	168	0	1	-Inf	"SD"	10	27.7777777777778
"ECK120000311"	"fis"	"+"	3409293	3409589	297	"LB 3.0"	218	86.1246084422969	0	0	0	1	-Inf	"SD"	0	0
"ECK120000312"	"fldA"	"-"	710158	710688	531	"LB 3.0"	347	76.6764804286069	0	0	0	1	-Inf	"SD"	7	35
"ECK120000313"	"flhC"	"-"	1975290	1975868	579	"LB 3.0"	90	18.2385858539921	2	52	0	1	-Inf	"SD"	0	0
"ECK120000314"	"flhD"	"-"	1975871	1976221	351	"LB 3.0"	54	18.0515234349768	2	183	0	1	-Inf	"SD"	NA	NA
"ECK120000316"	"fliL"	"+"	2017642	2018106	465	"LB 3.0"	3	0.756999369853867	3	100	0	0.316129032258064	-Inf	"SD"	5	29.4117647058824
"ECK120000317"	"fliM"	"+"	2018111	2019115	1005	"LB 3.0"	6	0.700506879566265	1	100	0	0.418905472636816	-Inf	"SD"	5	13.1578947368421
"ECK120000318"	"fliN"	"+"	2019112	2019525	414	"LB 3.0"	5	1.41708819235929	0	0	0	0.524154589371981	-Inf	"SD"	0	0
