network,component,baseline_conc,knockout_conc_final,knockout_min,recover_conc_final,knockout_success,recover_success,causally_internal,verdict,phase_iii_pass,pathwise_pass,contractible_pass,recovery_traj_mean,recovery_traj_above_frac
J: Network I + ALDO3/4,ASPAT1,100.0,0.0286056736330361,0.0286056736330361,46.251433842781644,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ASPAT2,100.0,0.0286056736330361,0.0286056736330361,46.251433842781644,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ASPAT3,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ASPAT4,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ALT7,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ALT8,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,MDH1,100.0,0.0286056736330361,0.0286056736330361,16.351089179671707,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,MDH2,100.0,0.0286056736330361,0.0286056736330361,16.351089179671707,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PDH1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PDH2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PEPC1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PEPC2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ACK1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,ACK2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,GLY1,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,GLY2,100.0,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,GLYP1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,GLYP2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PPK1,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,PPK2,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
J: Network I + ALDO3/4,TF,100.0,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
