network,component,baseline_conc,knockout_conc_final,knockout_min,recover_conc_final,knockout_success,recover_success,causally_internal,verdict,phase_iii_pass,pathwise_pass,contractible_pass,recovery_traj_mean,recovery_traj_above_frac
K: Network J + ACS1/2,HK1,99.75,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,HK2,99.75,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PFK1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PFK2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALDO1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALDO2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALDO3,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALDO4,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PYK1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PYK2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT1,99.75,0.0286056736330361,0.0286056736330361,99.500625,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT2,99.75,0.0286056736330361,0.0286056736330361,99.500625,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT3,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT4,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT5,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT6,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ASPAT1,67.01272276173744,0.0286056736330361,0.0286056736330361,46.218658095033746,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ASPAT2,67.01272276173744,0.0286056736330361,0.0286056736330361,46.218658095033746,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ASPAT3,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ASPAT4,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT7,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ALT8,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,MDH1,67.01272276173744,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,MDH2,67.01272276173744,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PDH1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PDH2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PEPC1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PEPC2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ACK1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ACK2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,GLY1,99.75,0.0286056736330361,0.0286056736330361,53.85524245812314,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,GLY2,99.75,0.0286056736330361,0.0286056736330361,53.85524245812315,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,GLYP1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,GLYP2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PPK1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,PPK2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ACS1,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,ACS2,99.75,0.0286056736330361,0.0286056736330361,99.75,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
K: Network J + ACS1/2,TF,99.75,0.0286056736330361,0.0286056736330361,100.0,True,True,True,AUTOPOIETIC,True,False,False,0.0,0.0
